FILE,START_BAR,END_BAR,NAME,TIME_SIG,SLOT_MAP,EXPORT,GENRE,SUBDIV,ORN,DUPLICATE_OF,SOURCE
6SWING.MID,1,2,SWG_0010,4/4,LEGACY,YES,SWG,8T,NO,,6SWING.MID:1-2
6SWING.MID,3,4,SWG_0011,4/4,LEGACY,YES,SWG,8T,NO,,6SWING.MID:3-4
6SWING.MID,5,6,SWG_0012,4/4,LEGACY,YES,SWG,8T,NO,,6SWING.MID:5-6
6SWING.MID,7,8,SWG_0013,4/4,LEGACY,YES,SWG,8T,NO,,6SWING.MID:7-8
6SWING.MID,9,10,SWG_0014,4/4,LEGACY,YES,SWG,8T,NO,,6SWING.MID:9-10
6SWING.MID,11,12,SWG_0015,4/4,LEGACY,YES,SWG,8T,NO,,6SWING.MID:11-12
6SWING.MID,13,14,SWG_0016,4/4,LEGACY,YES,SWG,16T,NO,,6SWING.MID:13-14; break
6SWING.MID,15,16,SWG_0017,4/4,LEGACY,YES,SWG,8T,NO,,6SWING.MID:15-16; break
6SWING.MID,17,18,SWG_0018,4/4,LEGACY,YES,SWG,8T,NO,,6SWING.MID:17-18; break
