FILE,START_BAR,END_BAR,NAME,TIME_SIG,SLOT_MAP,EXPORT,GENRE,SUBDIV,ORN,DUPLICATE_OF,SOURCE
6JAZZ.MID,1,2,JZZ_0001,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:1-2
6JAZZ.MID,3,4,JZZ_0002,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:3-4
6JAZZ.MID,5,6,JZZ_0003,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:5-6
6JAZZ.MID,7,8,JZZ_0004,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:7-8
6JAZZ.MID,9,10,JZZ_0005,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:9-10
6JAZZ.MID,11,12,JZZ_0006,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:11-12
6JAZZ.MID,13,14,JZZ_0007,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:13-14; break
6JAZZ.MID,15,16,JZZ_0008,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:15-16; break
6JAZZ.MID,17,18,JZZ_0009,4/4,LEGACY,YES,JZZ,8T,NO,,6JAZZ.MID:17-18; break
