FILE,START_BAR,END_BAR,NAME,TIME_SIG,SLOT_MAP,EXPORT,GENRE,SUBDIV,ORN,DUPLICATE_OF,SOURCE
6BLUES.MID,1,2,BLU_0013,4/4,LEGACY,YES,BLU,8T,NO,,6BLUES.MID:1-2
6BLUES.MID,3,4,BLU_0014,4/4,LEGACY,YES,BLU,8T,NO,,6BLUES.MID:3-4
6BLUES.MID,5,6,BLU_0015,4/4,LEGACY,YES,BLU,8T,NO,,6BLUES.MID:5-6
6BLUES.MID,7,8,BLU_0016,4/4,LEGACY,YES,BLU,8T,NO,,6BLUES.MID:7-8
6BLUES.MID,9,10,BLU_0017,4/4,LEGACY,YES,BLU,8T,NO,,6BLUES.MID:9-10
6BLUES.MID,11,12,BLU_0018,4/4,LEGACY,YES,BLU,8T,NO,,6BLUES.MID:11-12
6BLUES.MID,13,14,BLU_0019,4/4,LEGACY,YES,BLU,16T,NO,,6BLUES.MID:13-14; break
6BLUES.MID,15,16,BLU_0020,4/4,LEGACY,YES,BLU,16T,NO,,6BLUES.MID:15-16; break
6BLUES.MID,17,18,BLU_0021,4/4,LEGACY,YES,BLU,16T,NO,,6BLUES.MID:17-18; break
