sampled_medoids	sampled_rap	sampled_nonrap	rap_fraction	multi_families	pure_rap_families	mixed_families	pure_nonrap_families	medoids_in_multi	within_family_pairs	rap_rap_pairs	rap_nonrap_pairs	nonrap_nonrap_pairs	expected_rap_rap_pairs_random	rap_rap_enrichment	rap_neighbor_homophily	homophily_lift_over_pool	target_rap_size	replicate	seed	alpha	threshold
755	200	555	0.26490066225165565	159	36	8	115	367	270	45	12	213	18.876807138967447	2.383877721943049	0.8823529411764706	3.330882352941176	200	23	20260905	0.1	0.8
755	200	555	0.26490066225165565	158	34	7	117	367	274	47	11	216	19.156463541026223	2.4534799911968608	0.8952380952380953	3.3795238095238096	200	24	20260905	0.1	0.8
755	200	555	0.26490066225165565	160	35	10	115	369	273	42	20	211	19.08654944051153	2.2005025125628146	0.8076923076923077	3.0490384615384616	200	25	20260905	0.1	0.8
755	200	555	0.26490066225165565	163	38	8	117	377	278	51	11	216	19.436119943085004	2.623980514081197	0.9026548672566371	3.4075221238938047	200	26	20260905	0.1	0.8
755	200	555	0.26490066225165565	157	33	7	117	369	283	59	10	214	19.785690445658474	2.981953051476464	0.921875	3.480078125	200	27	20260905	0.1	0.8
755	200	555	0.26490066225165565	162	39	7	116	376	284	53	10	221	19.85560454617317	2.669271533724963	0.9137931034482759	3.4495689655172415	200	28	20260905	0.1	0.8
755	200	555	0.26490066225165565	155	31	9	115	358	263	39	17	207	18.387408435364588	2.121016680359975	0.8210526315789474	3.099473684210526	200	29	20260905	0.1	0.8
755	200	555	0.26490066225165565	158	31	11	116	366	269	42	16	211	18.806893038452753	2.233223739515421	0.84	3.171	200	30	20260905	0.1	0.8
755	200	555	0.26490066225165565	160	37	7	116	368	271	44	13	214	18.94672123948214	2.3223015446234867	0.8712871287128713	3.289108910891089	200	31	20260905	0.1	0.8
755	200	555	0.26490066225165565	153	29	10	114	357	268	42	16	210	18.73697893793806	2.2415566639165982	0.84	3.171	200	32	20260905	0.1	0.8
755	200	555	0.26490066225165565	160	37	6	117	370	282	49	14	219	19.71577634514378	2.4853193271321143	0.875	3.3031249999999996	200	33	20260905	0.1	0.8
755	200	555	0.26490066225165565	156	32	11	113	364	274	39	22	213	19.156463541026223	2.0358663756739905	0.78	2.9444999999999997	200	34	20260905	0.1	0.8
755	200	555	0.26490066225165565	161	35	12	114	377	286	58	22	206	19.995432747202557	2.9006624029237096	0.8405797101449275	3.173188405797101	200	35	20260905	0.1	0.8
755	200	555	0.26490066225165565	164	39	13	112	381	282	48	24	210	19.71577634514378	2.4345985245375816	0.8	3.02	200	36	20260905	0.1	0.8
